ROLLNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DDTEXT
ISM_WERKSDET,A,0000,D,ISM_WERKSDET
Value,A,0000,D,Value
J_3GKBAUL,A,0000,D,J_3GKBAUL
Value,A,0000,D,Value
MILL_SE_ATNAM1,A,0000,D,MILL_SE_ATNAM
OID_PIPEV,A,0000,D,OIPIPEVAL
Value,A,0000,D,Value
OID_BYPASS,A,0000,D,OIISOILPD
Value,A,0000,D,Value
OIA_CSEGI,A,0000,D,OICSEGI
Value,A,0000,D,Value
OIDMSG_PRD,A,0000,D,OIMSG_PRD
Value,A,0000,D,Value
OIDMSG_SHP,A,0000,D,OIMSG_SHP
Value,A,0000,D,Value
OIDMSG_QTY,A,0000,D,OIMSG_QTY
Value,A,0000,D,Value
OIDMSG_TRM,A,0000,D,OIMSG_TRM
Value,A,0000,D,Value
OIDMSG_DAT,A,0000,D,OIMSG_DAT
Value,A,0000,D,Value
OIDMSG_UOM,A,0000,D,OIMSG_UOM
Value,A,0000,D,Value
OID_PTRFNC,A,0000,D,OIPRTFNC
OIF_CONTI,A,0000,D,OIFCONTI
OICFKARTDI,A,0000,D,OICFKARTDI
PARVW,A,0000,D,OIPARVW1
PARVW,A,0000,D,OIPARVW2
PARVW,A,0000,D,OIPARVW3
PARVW,A,0000,D,OIPARVW4
PARVW,A,0000,D,OIPARVW5
PARVW,A,0000,D,OIPARVW6
PARVW,A,0000,D,OIPARVW7
PARVW,A,0000,D,OIPARVW8
PARVW,A,0000,D,OIPARVW9
OID_SSCRHD,A,0000,D,OISUBHEAD
OID_SSCRIT,A,0000,D,OISUBITEM
GRPNO,A,0000,D,OIUSEREXIT
OIU_FKARA,A,0000,D,OIU_FKARA
Field,A,0000,D,Table
ABGRU_IN,A,0000,D,TVAK
ABGRU_IN,A,0000,D,TVAK
ABRVW,A,0000,D,TVAK
ABRVW,A,0000,D,TVAK
AD01AURET,A,0000,D,TVAK
AD01AURET,A,0000,D,TVAK
AUARA,A,0000,D,TVAK
AUARA,A,0000,D,TVAK
AUFAK,A,0000,D,TVAK
AUFAK,A,0000,D,TVAK
BABSS,A,0000,D,TVAK
BABSS,A,0000,D,TVAK
BPROC,A,0000,D,TVAK
BPROC,A,0000,D,TVAK
CCPGR,A,0000,D,TVAK
CCPGR,A,0000,D,TVAK
CMGRA,A,0000,D,TVAK
CMGRA,A,0000,D,TVAK
FAKSK,A,0000,D,TVAK
FAKSK,A,0000,D,TVAK
FAUPR,A,0000,D,TVAK
FAUPR,A,0000,D,TVAK
FEHGR,A,0000,D,TVAK
FEHGR,A,0000,D,TVAK
FELDK,A,0000,D,TVAK
FELDK,A,0000,D,TVAK
FELDK,A,0000,D,TVAK
FKAIV,A,0000,D,TVAK
FKAIV,A,0000,D,TVAK
FKARA,A,0000,D,TVAK
FKARA,A,0000,D,TVAK
FKART_MEV_POST,A,0000,D,TVAK
FKART_MEV_POST,A,0000,D,TVAK
FKART_MEV_POST_IB,A,0000,D,TVAK
FKART_MEV_POST_IB,A,0000,D,TVAK
FKARV,A,0000,D,TVAK
FKARV,A,0000,D,TVAK
FKTKT,A,0000,D,TVAK
FKTKT,A,0000,D,TVAK
FPART,A,0000,D,TVAK
FPART,A,0000,D,TVAK
HITYP_PR,A,0000,D,TVAK
HITYP_PR,A,0000,D,TVAK
J_1BNFTYPE,A,0000,D,TVAK
J_1BNFTYPE,A,0000,D,TVAK
KALAU,A,0000,D,TVAK
KALAU,A,0000,D,TVAK
KALAU,A,0000,D,TVAK
KALGT,A,0000,D,TVAK
KALGT,A,0000,D,TVAK
KALLI,A,0000,D,TVAK
KALLI,A,0000,D,TVAK
KALLI,A,0000,D,TVAK
KALSM,A,0000,D,TVAK
KALSM,A,0000,D,TVAK
KALSM,A,0000,D,TVAK
KALSU,A,0000,D,TVAK
KALSU,A,0000,D,TVAK
KALSU,A,0000,D,TVAK
KALVG,A,0000,D,TVAK
KALVG,A,0000,D,TVAK
KAPPL,A,0000,D,TVAK
KOPGR,A,0000,D,TVAK
KOPGR,A,0000,D,TVAK
KOPGR,A,0000,D,TVAK
KORLI,A,0000,D,TVAK
KORLI,A,0000,D,TVAK
KSCHL_KO,A,0000,D,TVAK
KSCHL_KO,A,0000,D,TVAK
KSKPF,A,0000,D,TVAK
KSKPF,A,0000,D,TVAK
KSPOS,A,0000,D,TVAK
KSPOS,A,0000,D,TVAK
LFARV,A,0000,D,TVAK
LFARV,A,0000,D,TVAK
LIFSK,A,0000,D,TVAK
LIFSK,A,0000,D,TVAK
LIFSM,A,0000,D,TVAK
LIFSM,A,0000,D,TVAK
MANDT,A,0000,D,TVAK
MSR_AUARA,A,0000,D,TVAK
MSR_AUARA,A,0000,D,TVAK
MSR_BILLING_BLK,A,0000,D,TVAK
MSR_BILLING_BLK,A,0000,D,TVAK
MSR_DELIVERY_BLK,A,0000,D,TVAK
MSR_DELIVERY_BLK,A,0000,D,TVAK
MSR_LFART,A,0000,D,TVAK
MSR_LFART,A,0000,D,TVAK
MSR_SDF_AUART,A,0000,D,TVAK
MSR_SDF_AUART,A,0000,D,TVAK
OBJART_HIN,A,0000,D,TVAK
OBJART_HIN,A,0000,D,TVAK
OBJART_VER,A,0000,D,TVAK
OBJART_VER,A,0000,D,TVAK
OICFKARTDI,A,0000,D,TVAK
OICFKARTDI,A,0000,D,TVAK
OIPARVW1,A,0000,D,TVAK
OIPARVW1,A,0000,D,TVAK
OIPARVW2,A,0000,D,TVAK
OIPARVW2,A,0000,D,TVAK
OIPARVW3,A,0000,D,TVAK
OIPARVW3,A,0000,D,TVAK
OIPARVW4,A,0000,D,TVAK
OIPARVW4,A,0000,D,TVAK
OIPARVW5,A,0000,D,TVAK
OIPARVW5,A,0000,D,TVAK
OIPARVW6,A,0000,D,TVAK
OIPARVW6,A,0000,D,TVAK
OIPARVW7,A,0000,D,TVAK
OIPARVW7,A,0000,D,TVAK
OIPARVW8,A,0000,D,TVAK
OIPARVW8,A,0000,D,TVAK
OIPARVW9,A,0000,D,TVAK
OIPARVW9,A,0000,D,TVAK
OIPRTFNC,A,0000,D,TVAK
OIPRTFNC,A,0000,D,TVAK
OIU_FKARA,A,0000,D,TVAK
OIU_FKARA,A,0000,D,TVAK
PARGR,A,0000,D,TVAK
PARGR,A,0000,D,TVAK
PVBSM,A,0000,D,TVAK
PVBSM,A,0000,D,TVAK
RDP_PROFILE,A,0000,D,TVAK
RDP_PROFILE,A,0000,D,TVAK
RPART,A,0000,D,TVAK
RPART,A,0000,D,TVAK
SCHEME_GRP,A,0000,D,TVAK
SCHEME_GRP,A,0000,D,TVAK
STGAK,A,0000,D,TVAK
STGAK,A,0000,D,TVAK
STSMA,A,0000,D,TVAK
STSMA,A,0000,D,TVAK
TXTGR,A,0000,D,TVAK
TXTGR,A,0000,D,TVAK
VARIANT,A,0000,D,TVAK
VPROF,A,0000,D,TVAK
VPROF,A,0000,D,TVAK
VSBED,A,0000,D,TVAK
VSBED,A,0000,D,TVAK
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRAS
AUART,A,0000,D,AUART
BEZEI20,A,0000,D,BEZEI
TXT_BUTTON,A,0000,D,TXT_BUTTON
Field,A,0000,D,Table
AUART,A,0000,D,TVAKT
AUART,A,0000,D,TVAKT
SPRAS,A,0000,D,TVAKT
MANDT,A,0000,D,MANDT
PSTYV,A,0000,D,PSTYV
FKREL,A,0000,D,FKREL
Value,A,0000,D,Value
PRSFD,A,0000,D,PRSFD
Value,A,0000,D,Value
BIFGR,A,0000,D,POSGR
PARGR,A,0000,D,PARGR
CAPID,A,0000,D,PSGRP
STULI,A,0000,D,STULI
ASWPA,A,0000,D,ASWPA
Value,A,0000,D,Value
STRUM,A,0000,D,STRUM
Value,A,0000,D,Value
EVRWR,A,0000,D,EVRWR
Value,A,0000,D,Value
KOWRR,A,0000,D,KOWRR
Value,A,0000,D,Value
FELDP,A,0000,D,FELDP
FAKSP,A,0000,D,FAKSP
SHELL,A,0000,D,SHELL
Value,A,0000,D,Value
ERLRE,A,0000,D,ERLRE
Value,A,0000,D,Value
TXN08,A,0000,D,TXN08
DIAFM,A,0000,D,DIAFM
Value,A,0000,D,Value
KDERL,A,0000,D,KDERL
Value,A,0000,D,Value
TXTGR,A,0000,D,TXTGR
POSAR,A,0000,D,POSAR
Value,A,0000,D,Value
LFREL_AP,A,0000,D,LFREL
Value,A,0000,D,Value
ERNAM,A,0000,D,ERNAM
ETERL,A,0000,D,ETERL
Value,A,0000,D,Value
GWREL,A,0000,D,GWREL
Value,A,0000,D,Value
KOMPP,A,0000,D,KOMPP
Value,A,0000,D,Value
FEHGR,A,0000,D,FEHGR
SHKZG_VA,A,0000,D,SHKZG
Value,A,0000,D,Value
EQMAT,A,0000,D,EQMAT
Value,A,0000,D,Value
STGAP,A,0000,D,STGAP
KALSMBP,A,0000,D,KALSM
SOBKZ,A,0000,D,SOBKZ
CMPNT,A,0000,D,CMPNT
Value,A,0000,D,Value
STRATCON,A,0000,D,STRAT
J_STSMA,A,0000,D,STSMA
MENG1,A,0000,D,MENG1
Value,A,0000,D,Value
ALEKZ,A,0000,D,ALEKZ
Value,A,0000,D,Value
FPART,A,0000,D,FPART
CHAUT,A,0000,D,CHAUT
Value,A,0000,D,Value
EXCOP,A,0000,D,EXCOP
Value,A,0000,D,Value
SVGNG,A,0000,D,SVGNG
Value,A,0000,D,Value
TYPFD,A,0000,D,TYPFD
Value,A,0000,D,Value
LTYPA,A,0000,D,LTYPA
Value,A,0000,D,Value
LTYPV,A,0000,D,LTYPV
Value,A,0000,D,Value
WKMAT,A,0000,D,WKMAT
RKTIO,A,0000,D,RKTIO
Value,A,0000,D,Value
SEGAL,A,0000,D,SEGAL
STDTE,A,0000,D,STDTE
RDERL,A,0000,D,RDERL
Value,A,0000,D,Value
EFFEC,A,0000,D,EFFEC
Value,A,0000,D,Value
AD01PROFNR,A,0000,D,FFPRF
RMA_SCHEMA,A,0000,D,SCHEME_RMA
VF_SCHEMA,A,0000,D,SCHEME_VF
FAKTF,A,0000,D,FAKTF
Value,A,0000,D,Value
RR_RELTYP,A,0000,D,RRREL
Value,A,0000,D,Value
RR_ACDATV,A,0000,D,ACDATV
Value,A,0000,D,Value
UVEIB,A,0000,D,UVEIB
OIB_BOM,A,0000,D,OIBOM
Value,A,0000,D,Value
OIB_CST,A,0000,D,OIBCST
Value,A,0000,D,Value
GRPNO,A,0000,D,OIUSEREXIT
RR_REVSP,A,0000,D,REVSP
Value,A,0000,D,Value
RR_REVEVTYP_CUST,A,0000,D,REVEVTYP
Value,A,0000,D,Value
MILL_BATCH_REF,A,0000,D,MILL_BATCH_REF
Value,A,0000,D,Value
MILL_BATCH_SEL_DEF,A,0000,D,MILL_BATCH_SEL_D
Value,A,0000,D,Value
RBACONTROL,A,0000,D,RBACONTROL
Value,A,0000,D,Value
LVART,A,0000,D,LVART
ISMPLANNING,A,0000,D,ISM_SE_PLANNING
Value,A,0000,D,Value
MILL_SE_KKNMT,A,0000,D,MILL_SE_KKNMT
Field,A,0000,D,Table
FAKSP,A,0000,D,TVAP
FAKSP,A,0000,D,TVAP
FEHGR,A,0000,D,TVAP
FEHGR,A,0000,D,TVAP
FELDP,A,0000,D,TVAP
FELDP,A,0000,D,TVAP
FELDP,A,0000,D,TVAP
FFPRF,A,0000,D,TVAP
FFPRF,A,0000,D,TVAP
FPART,A,0000,D,TVAP
FPART,A,0000,D,TVAP
KALSM,A,0000,D,TVAP
KALSM,A,0000,D,TVAP
MANDT,A,0000,D,TVAP
PARGR,A,0000,D,TVAP
PARGR,A,0000,D,TVAP
POSGR,A,0000,D,TVAP
POSGR,A,0000,D,TVAP
POSGR,A,0000,D,TVAP
PSGRP,A,0000,D,TVAP
PSGRP,A,0000,D,TVAP
PSTYV,A,0000,D,TVAP
PSTYV,A,0000,D,TVAP
SCHEME_RMA,A,0000,D,TVAP
SCHEME_RMA,A,0000,D,TVAP
SCHEME_VF,A,0000,D,TVAP
SCHEME_VF,A,0000,D,TVAP
SEGAL,A,0000,D,TVAP
SEGAL,A,0000,D,TVAP
SOBKZ,A,0000,D,TVAP
SOBKZ,A,0000,D,TVAP
STGAP,A,0000,D,TVAP
STGAP,A,0000,D,TVAP
STRAT,A,0000,D,TVAP
STRAT,A,0000,D,TVAP
STSMA,A,0000,D,TVAP
STSMA,A,0000,D,TVAP
TXTGR,A,0000,D,TVAP
TXTGR,A,0000,D,TVAP
UVEIB,A,0000,D,TVAP
UVEIB,A,0000,D,TVAP
WKMAT,A,0000,D,TVAP
WKMAT,A,0000,D,TVAP
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRAS
PSTYV,A,0000,D,PSTYV
BEZEI20,A,0000,D,VTEXT
Field,A,0000,D,Table
MANDT,A,0000,D,TVAPT
PSTYV,A,0000,D,TVAPT
PSTYV,A,0000,D,TVAPT
SPRAS,A,0000,D,TVAPT
MANDT,A,0000,D,MANDT
LFART,A,0000,D,LFART
BIFGR,A,0000,D,KOPGR
UEVOR_VL,A,0000,D,UEVOR
Value,A,0000,D,Value
TXN08,A,0000,D,TXN08
UMFNG,A,0000,D,UMFNG
Value,A,0000,D,Value
NUMKI,A,0000,D,NUMKI
NUMKE,A,0000,D,NUMKE
LESHP_NUMKI_RULE,A,0000,D,NUMKIRULE
Value,A,0000,D,Value
INCPO,A,0000,D,INCPO
PARGR,A,0000,D,PARGR
AUFER,A,0000,D,AUFER
Value,A,0000,D,Value
DAART,A,0000,D,DAART
POBED,A,0000,D,POBED
DUMMY_3,A,0000,D,REGGR
REGLG,A,0000,D,REGLG
Value,A,0000,D,Value
DUMMY,A,0000,D,WAAUS
ROUTF,A,0000,D,ROUTF
Value,A,0000,D,Value
VBTYP,A,0000,D,VBTYP
Value,A,0000,D,Value
TXTGR,A,0000,D,TXTGR
ERNAM,A,0000,D,ERNAM
NA_KAPPL,A,0000,D,KAPPL
KALSMB,A,0000,D,KALSM
NA_KSCHL,A,0000,D,KSCHL
STGAK,A,0000,D,STGAK
CMGRL,A,0000,D,CMGRL
CMGRK,A,0000,D,CMGRK
CMGRW,A,0000,D,CMGRW
QHERK,A,0000,D,QHERK
TRSPG,A,0000,D,TRSPG
TDIIX_LIEF,A,0000,D,TDIIX
Value,A,0000,D,Value
PROFIDNZPL,A,0000,D,PROFIDNETZ
EXCOK,A,0000,D,EXCOK
Value,A,0000,D,Value
NEUTE,A,0000,D,NEUTE
Value,A,0000,D,Value
KALSP,A,0000,D,KALSP
FEHGR,A,0000,D,FEHGR
LNSPL,A,0000,D,LNSPL
Value,A,0000,D,Value
AVERP,A,0000,D,AVERP
Value,A,0000,D,Value
LESHP_ITEM_GEN,A,0000,D,PM_ITEM_GEN
Value,A,0000,D,Value
REGTB,A,0000,D,REGTB
Value,A,0000,D,Value
BZOPS,A,0000,D,BZOPS
Value,A,0000,D,Value
EXCBC,A,0000,D,EXCBC
Value,A,0000,D,Value
EXCEM,A,0000,D,EXCEM
Value,A,0000,D,Value
EXCLG,A,0000,D,EXCLG
Value,A,0000,D,Value
J_1ADOCCL_,A,0000,D,J_1ADOCCLS
RFPL_SW,A,0000,D,RFPL_SW
Value,A,0000,D,Value
TSEGTPLLIK,A,0000,D,TSEGTP
UVEIB,A,0000,D,UVEIB
DBTCH,A,0000,D,DBTCH
Value,A,0000,D,Value
TVLK_DSFAD,A,0000,D,DSFAD
Value,A,0000,D,Value
SPOFI,A,0000,D,SPOFI
Value,A,0000,D,Value
OIC_SDP_DDCM,A,0000,D,OIDELDCM
Value,A,0000,D,Value
/SPE/INB_NUMKT,A,0000,D,SPE_NUMKT
/SPE/NR_RECYCLING,A,0000,D,SPE_NR_RECYCLING
Value,A,0000,D,Value
/SPE/EXID_MUST,A,0000,D,BORGR_LIFEX_MUST
Value,A,0000,D,Value
/SPE/EXID_UNIQUE,A,0000,D,BORGR_LIFEX_UNQ
Value,A,0000,D,Value
/SPE/EXID_ERREDI,A,0000,D,BORGR_LIFEX_EEDI
Value,A,0000,D,Value
/SPE/EXID_ERRDIA,A,0000,D,BORGR_LIFEX_EDIA
Value,A,0000,D,Value
/SPE/INB_SODET,A,0000,D,BORGR_SODET
Value,A,0000,D,Value
/SPE/HOLD_DATA,A,0000,D,HOLD_DATA
Value,A,0000,D,Value
TDID,A,0000,D,TDID
SPRAS,A,0000,D,TDSPRAS
BORGR_EDI_WEIGHTVOL,A,0000,D,EDI_WEIGHTVOL
Value,A,0000,D,Value
/SPE/INB_ENABLE_VALIDATION,A,0000,D,SPE_ENABLE_VALID
Value,A,0000,D,Value
MSR_FKARA,A,0000,D,MSR_FKARA
Field,A,0000,D,Table
CMGRK,A,0000,D,TVLK
CMGRK,A,0000,D,TVLK
CMGRL,A,0000,D,TVLK
CMGRL,A,0000,D,TVLK
CMGRW,A,0000,D,TVLK
CMGRW,A,0000,D,TVLK
DAART,A,0000,D,TVLK
DAART,A,0000,D,TVLK
FEHGR,A,0000,D,TVLK
FEHGR,A,0000,D,TVLK
J_1ADOCCLS,A,0000,D,TVLK
J_1ADOCCLS,A,0000,D,TVLK
KALSM,A,0000,D,TVLK
KALSM,A,0000,D,TVLK
KALSM,A,0000,D,TVLK
KALSP,A,0000,D,TVLK
KALSP,A,0000,D,TVLK
KAPPL,A,0000,D,TVLK
KOPGR,A,0000,D,TVLK
KOPGR,A,0000,D,TVLK
KOPGR,A,0000,D,TVLK
KSCHL,A,0000,D,TVLK
KSCHL,A,0000,D,TVLK
KSCHL,A,0000,D,TVLK
MANDT,A,0000,D,TVLK
MSR_FKARA,A,0000,D,TVLK
MSR_FKARA,A,0000,D,TVLK
PARGR,A,0000,D,TVLK
PARGR,A,0000,D,TVLK
PROFIDNETZ,A,0000,D,TVLK
PROFIDNETZ,A,0000,D,TVLK
QHERK,A,0000,D,TVLK
STGAK,A,0000,D,TVLK
STGAK,A,0000,D,TVLK
TDID,A,0000,D,TVLK
TDID,A,0000,D,TVLK
TDID,A,0000,D,TVLK
TDSPRAS,A,0000,D,TVLK
TRSPG,A,0000,D,TVLK
TRSPG,A,0000,D,TVLK
TSEGTP,A,0000,D,TVLK
TSEGTP,A,0000,D,TVLK
TXTGR,A,0000,D,TVLK
TXTGR,A,0000,D,TVLK
UVEIB,A,0000,D,TVLK
UVEIB,A,0000,D,TVLK
MANDT,A,0000,D,MANDT
SPRAS,A,0000,D,SPRAS
LFART,A,0000,D,LFART
BEZEI20,A,0000,D,VTEXT
Field,A,0000,D,Table
LFART,A,0000,D,TVLKT
LFART,A,0000,D,TVLKT
SPRAS,A,0000,D,TVLKT
MANDT,A,0000,D,MANDT
XUBNAME,A,0000,D,BNAME
XUCODE,A,0000,D,BCODE
XUGLTGV,A,0000,D,GLTGV
XUGLTGB,A,0000,D,GLTGB
XUUSTYP,A,0000,D,USTYP
Value,A,0000,D,Value
XUCLASS,A,0000,D,CLASS
XULOCNT,A,0000,D,LOCNT
XUUFLAG,A,0000,D,UFLAG
Value,A,0000,D,Value
XUACCNT,A,0000,D,ACCNT
XUANAME,A,0000,D,ANAME
XUERDAT,A,0000,D,ERDAT
XULDATE,A,0000,D,TRDAT
XULTIME,A,0000,D,LTIME
XUCODE,A,0000,D,OCOD1
XUBCDAT,A,0000,D,BCDA1
XUCODEVERS,A,0000,D,CODV1
Value,A,0000,D,Value
XUCODE,A,0000,D,OCOD2
XUBCDAT,A,0000,D,BCDA2
XUCODEVERS,A,0000,D,CODV2
Value,A,0000,D,Value
XUCODE,A,0000,D,OCOD3
XUBCDAT,A,0000,D,BCDA3
XUCODEVERS,A,0000,D,CODV3
Value,A,0000,D,Value
XUCODE,A,0000,D,OCOD4
XUBCDAT,A,0000,D,BCDA4
XUCODEVERS,A,0000,D,CODV4
Value,A,0000,D,Value
XUCODE,A,0000,D,OCOD5
XUBCDAT,A,0000,D,BCDA5
XUCODEVERS,A,0000,D,CODV5
Value,A,0000,D,Value
XUVERSION,A,0000,D,VERSN
XUCODEVER2,A,0000,D,CODVN
Value,A,0000,D,Value
TZNZONE,A,0000,D,TZONE
XUZBVFLAG,A,0000,D,ZBVMASTER
Value,A,0000,D,Value
PWD_SHA1,A,0000,D,PASSCODE
XUBCDAT,A,0000,D,PWDCHGDATE
PWDCHGSTATE,A,0000,D,PWDSTATE
Value,A,0000,D,Value
XUCUACNTL,A,0000,D,RESERVED
Value,A,0000,D,Value
XUPWDHIST,A,0000,D,PWDHISTORY
Value,A,0000,D,Value
XULPDAT,A,0000,D,PWDLGNDATE
XUSPDAT,A,0000,D,PWDSETDATE
XUPWDINIT,A,0000,D,PWDINITIAL
Value,A,0000,D,Value
XUPLDAT,A,0000,D,PWDLOCKDATE
PWD_HASH_STRING,A,0000,D,PWDSALTEDHASH
SECURITY_POLICY_NAME,A,0000,D,SECURITY_POLICY
Field,A,0000,D,Table
CLASS,A,0000,D,USR02
CLASS,A,0000,D,USR02
SECURITY_POLICY,A,0000,D,USR02
SECURITY_POLICY,A,0000,D,USR02
TZONE,A,0000,D,USR02
TZONE,A,0000,D,USR02
MANDT,A,0000,D,MANDT
VBELN_VA,A,0000,D,VBELN
ERDAT,A,0000,D,ERDAT
ERZET,A,0000,D,ERZET
ERNAM,A,0000,D,ERNAM
ANGDT_V,A,0000,D,ANGDT
BNDDT,A,0000,D,BNDDT
AUDAT,A,0000,D,AUDAT
VBTYP,A,0000,D,VBTYP
Value,A,0000,D,Value
TRVOG,A,0000,D,TRVOG
Value,A,0000,D,Value
AUART,A,0000,D,AUART
AUGRU,A,0000,D,AUGRU
GWLDT,A,0000,D,GWLDT
SUBMI_SD,A,0000,D,SUBMI
LIFSK,A,0000,D,LIFSK
FAKSK,A,0000,D,FAKSK
NETWR_AK,A,0000,D,NETWR
WAERK,A,0000,D,WAERK
VKORG,A,0000,D,VKORG
VTWEG,A,0000,D,VTWEG
SPART,A,0000,D,SPART
VKGRP,A,0000,D,VKGRP
VKBUR,A,0000,D,VKBUR
GSBER,A,0000,D,GSBER
GSKST,A,0000,D,GSKST
GUEBG,A,0000,D,GUEBG
GUEEN,A,0000,D,GUEEN
KNUMV,A,0000,D,KNUMV
EDATU_VBAK,A,0000,D,VDATU
PRGRS_VBAK,A,0000,D,VPRGR
Value,A,0000,D,Value
AUTLF,A,0000,D,AUTLF
Value,A,0000,D,Value
VBKLA,A,0000,D,VBKLA
VBKLT,A,0000,D,VBKLT
Value,A,0000,D,Value
KALSMASD,A,0000,D,KALSM
VSBED,A,0000,D,VSBED
FKARA,A,0000,D,FKARA
AWAHR_AK,A,0000,D,AWAHR
Value,A,0000,D,Value
KTEXT_V,A,0000,D,KTEXT
BSTNK,A,0000,D,BSTNK
BSARK,A,0000,D,BSARK
BSTDK,A,0000,D,BSTDK
BSTZD,A,0000,D,BSTZD
IHREZ,A,0000,D,IHREZ
BNAME_V,A,0000,D,BNAME
TELF1_VP,A,0000,D,TELF1
MAHZA,A,0000,D,MAHZA
MAHDT,A,0000,D,MAHDT
KUNAG,A,0000,D,KUNNR
KOSTL,A,0000,D,KOSTL
STAFO,A,0000,D,STAFO
STWAE,A,0000,D,STWAE
AEDAT,A,0000,D,AEDAT
KVGR1,A,0000,D,KVGR1
KVGR2,A,0000,D,KVGR2
KVGR3,A,0000,D,KVGR3
KVGR4,A,0000,D,KVGR4
KVGR5,A,0000,D,KVGR5
KNUMA,A,0000,D,KNUMA
KOKRS,A,0000,D,KOKRS
PS_PSP_PNR,A,0000,D,PS_PSP_PNR
KURST,A,0000,D,KURST
KKBER,A,0000,D,KKBER
KNKLI,A,0000,D,KNKLI
GRUPP_CM,A,0000,D,GRUPP
SBGRP_CM,A,0000,D,SBGRP
CTLPC_CM,A,0000,D,CTLPC
WAERS_CM,A,0000,D,CMWAE
CMFRE,A,0000,D,CMFRE
CMNUP,A,0000,D,CMNUP
CMNGV,A,0000,D,CMNGV
AMTBL_CM,A,0000,D,AMTBL
HITYP_PR,A,0000,D,HITYP_PR
ABRVW,A,0000,D,ABRVW
ABDIS,A,0000,D,ABDIS
Value,A,0000,D,Value
VGBEL,A,0000,D,VGBEL
OBJKO,A,0000,D,OBJNR
BUKRS_VF,A,0000,D,BUKRS_VF
TAXK1_AK,A,0000,D,TAXK1
TAXK2,A,0000,D,TAXK2
TAXK3,A,0000,D,TAXK3
TAXK4,A,0000,D,TAXK4
TAXK5,A,0000,D,TAXK5
TAXK6,A,0000,D,TAXK6
TAXK7,A,0000,D,TAXK7
TAXK8,A,0000,D,TAXK8
TAXK9,A,0000,D,TAXK9
XBLNR_V1,A,0000,D,XBLNR
ORDNR_V,A,0000,D,ZUONR
VBTYP_V,A,0000,D,VGTYP
Value,A,0000,D,Value
KALSMA_CH,A,0000,D,KALSM_CH
AGRZR,A,0000,D,AGRZR
AUFNR,A,0000,D,AUFNR
QMNUM,A,0000,D,QMNUM
VBELN_GRP,A,0000,D,VBELN_GRP
SCHEME_GRP,A,0000,D,SCHEME_GRP
ABRUF_PART,A,0000,D,ABRUF_PART
Value,A,0000,D,Value
ABHOD,A,0000,D,ABHOD
ABHOZ,A,0000,D,ABHOV
ABHOZ,A,0000,D,ABHOB
RPLNR,A,0000,D,RPLNR
EZEIT_VBAK,A,0000,D,VZEIT
LAND1TX,A,0000,D,STCEG_L
LANDTX,A,0000,D,LANDTX
XEGDR,A,0000,D,XEGDR
Value,A,0000,D,Value
ENQUEUE_GRP,A,0000,D,ENQUEUE_GRP
Value,A,0000,D,Value
DAT_FZAU,A,0000,D,DAT_FZAU
MBDAT,A,0000,D,FMBDAT
VSNMR_V,A,0000,D,VSNMR_V
TSEGGUID_VBAK,A,0000,D,HANDLE
ADGE_PROLI,A,0000,D,PROLI
ADGE_NCDG,A,0000,D,CONT_DG
Value,A,0000,D,Value
CHAR70,A,0000,D,CRM_GUID
TIMESTAMPL,A,0000,D,UPD_TMSTMP
MSR_PROCESS_ID,A,0000,D,MSR_ID
TM_CTRL_KEY,A,0000,D,TM_CTRL_KEY
HANDOVER_LOC,A,0000,D,HANDOVERLOC
DATS,A,0000,D,/XLSO/SO_VALD_FM
DATS,A,0000,D,/XLSO/SO_VALD_TO
/XLSO/E_PAY_METHOD,A,0000,D,/XLSO/PAYMENT_OP
Value,A,0000,D,Value
/XLSO/E_TRANS_CTXT,A,0000,D,/XLSO/TRANS_CTXT
WMINR,A,0000,D,/XLSO/CATALOG_ID
WMVARD,A,0000,D,/XLSO/VARIANT_ID
PSM_BUDAT,A,0000,D,PSM_BUDAT
HB_SWENR,A,0000,D,SWENR
HB_SMENR,A,0000,D,SMENR
HB_SPHSE,A,0000,D,PHASE
HB_MTLAUR,A,0000,D,MTLAUR
HB_STAGE,A,0000,D,STAGE
HB_CONT,A,0000,D,HB_CONT_REASON
HB_EXP,A,0000,D,HB_EXPDATE
HB_RES,A,0000,D,HB_RESDATE
MILL_APPL_ID,A,0000,D,MILL_APPL_ID
Value,A,0000,D,Value
OID_EXTBOL,A,0000,D,OID_EXTBOL
OID_MISCDL,A,0000,D,OID_MISCDL
OIDMSG_SHP,A,0000,D,OIDMSG_SHP
Value,A,0000,D,Value
OIDSTS_SHP,A,0000,D,OIDSTS_SHP
Value,A,0000,D,Value
OID_PIPEV,A,0000,D,OIPIPEVAL
Value,A,0000,D,Value
LIFNR,A,0000,D,OIC_LIFNR
OIC_DCITYC,A,0000,D,OIC_DCITYC
OIC_DCOUNC,A,0000,D,OIC_DCOUNC
OIC_DREGIO,A,0000,D,OIC_DREGIO
OIC_DLAND1,A,0000,D,OIC_DLAND1
OIC_OCITYC,A,0000,D,OIC_OCITYC
OIC_OCOUNC,A,0000,D,OIC_OCOUNC
OIC_OREGIO,A,0000,D,OIC_OREGIO
OIC_OLAND1,A,0000,D,OIC_OLAND1
OIC_PORGIN,A,0000,D,OIC_PORGIN
