DOMNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DATATYPE,LENG,OUTPUTLEN,DECIMALS,SIGNFLAG
OIC_DREGIO,A,0000,D,CHAR,3,3,0,
OIC_DLAND1,A,0000,D,CHAR,3,3,0,
OIC_OCITYC,A,0000,D,CHAR,4,4,0,
OIC_OCOUNC,A,0000,D,CHAR,3,3,0,
OIC_OREGIO,A,0000,D,CHAR,3,3,0,
OIC_OLAND1,A,0000,D,CHAR,3,3,0,
OIC_PORGIN,A,0000,D,CHAR,15,15,0,
OIC_PDESTN,A,0000,D,CHAR,15,15,0,
OIC_PTRIP,A,0000,D,CHAR,16,16,0,
OIC_PBATCH,A,0000,D,CHAR,16,16,0,
OIC_MOT,A,0000,D,CHAR,2,2,0,
OIC_AORGIN,A,0000,D,CHAR,15,15,0,
OIC_ADESTN,A,0000,D,CHAR,15,15,0,
OIC_TRUCKN,A,0000,D,CHAR,10,10,0,
OIA_BASELO,A,0000,D,CHAR,15,15,0,
OIB_CMETH,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Standard Conversion,Standard Conversion,1,
OIH_TAXFRO,A,0000,D,CHAR,2,2,0,
OIH_HANTYP,A,0000,D,CHAR,2,2,0,
OIH_TAXGRP,A,0000,D,CHAR,2,2,0,
OIH_TAXTO,A,0000,D,CHAR,2,2,0,
OIH_CERTF1,A,0000,D,CHAR,15,15,0,
OIH_OILCON,A,0000,D,DEC,5,5,2,
Value,A,0000,D,NULL,Range of permissible values for Mineral Oil Content %,Range of permissible values for Mineral Oil Content %,,
OIH_DATFM1,A,0000,D,DATS,8,8,0,
OIH_DATTO1,A,0000,D,DATS,8,8,0,
OIH_EDBAL,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
OIH_PRICIE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
OIH_INEX,A,0000,D,CHAR,2,2,0,
OIH_EDBALM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Transport & Distribution (TD) is not Active,Transport & Distribution (TD) is not Active,1,
OIH_TAXLOD,A,0000,D,CURR,13,13,2,
OIH_TAXISS,A,0000,D,CURR,13,13,2,
OIH_TAXINV,A,0000,D,CURR,13,13,2,
OIC_DRC,A,0000,D,CHAR,5,5,0,
OIC_DRCTRY,A,0000,D,CHAR,3,3,0,
OIC_DRCREG,A,0000,D,CHAR,3,3,0,
OIC_METIND,A,0000,D,CHAR,4,4,0,
OIC_WAP,A,0000,D,CHAR,3,3,0,
OIC_SLF,A,0000,D,CHAR,3,3,0,
OIC_PSDRC,A,0000,D,CHAR,5,5,0,
OIC_CONTNR,A,0000,D,CHAR,10,10,0,
OIC_KMPOS,A,0000,D,NUMC,6,6,0,
OIC_TIME,A,0000,D,TIMS,6,6,0,
OIC_DATE,A,0000,D,DATS,8,8,0,
OIA_FEECH,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,"Add, delete, change, reprice abilities active","Add, delete, change, reprice abilities active",2,
OIA_EXGNUM,A,0000,D,CHAR,10,10,0,
OIA_EXGTYP,A,0000,D,CHAR,4,4,0,
OIA_FEETOT,A,0000,D,CURR,13,13,2,
OIA_FEEDT,A,0000,D,DATS,8,8,0,
OIA_NETCYC,A,0000,D,CHAR,1,1,0,
OIH_LICTP,A,0000,D,CHAR,4,4,0,
OIH_LICIN,A,0000,D,CHAR,10,10,0,
OIH_LCFOL,A,0000,D,CHAR,10,10,0,
OIH_FOLQTY,A,0000,D,QUAN,13,13,3,
OIF_PBLNR,A,0000,D,CHAR,10,10,0,
OIA_SBREL,A,0000,D,NUMC,3,3,0,
OIA_SBMAT,A,0000,D,CHAR,18,18,0,
OIC_TITLE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Title passes at plant,Title passes at plant,1,
OIC_GNRULE,A,0000,D,NUMC,3,3,0,
OIA_IPMVAT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No VAT calculation,No VAT calculation,X,
OIA_INCYCA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
OIA_INCYCA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
OIA_INCYCA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
OIA_INCYCA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
OIA_INCYCA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
OIA_INCYCA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
OIA_INCYCA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
OIA_INCYCA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
OIA_INCYCA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
OIA_OLIKWT,A,0000,D,CURR,19,19,2,
OIA_OLIMET,A,0000,D,QUAN,15,15,3,
FKIMG,A,0000,D,QUAN,13,13,3,
SMENG,A,0000,D,QUAN,13,13,3,
FKLMG,A,0000,D,QUAN,13,13,3,
LMENG,A,0000,D,QUAN,13,13,3,
NTGEW_15,A,0000,D,QUAN,15,15,3,
BRGEW_15,A,0000,D,QUAN,15,15,3,
VOLUM_15,A,0000,D,QUAN,15,15,3,
OIH_FOLQTY,A,0000,D,QUAN,13,13,3,
OIC_VMENG,A,0000,D,QUAN,13,13,3,
OIRA_STYP,A,0000,D,CHAR,4,4,0,
OIRE_LPCGROUP,A,0000,D,CHAR,4,4,0,
OIU_RUN_TKT_NO,A,0000,D,CHAR,7,7,0,
OIU_A_H_VAL_FCT,A,0000,D,QUAN,13,13,3,
OIU_A_H_VAL_F_U,A,0000,D,UNIT,3,3,0,
OIU_GRV_AM,A,0000,D,FLTP,16,16,16,
OIU_DENSITY_U,A,0000,D,UNIT,3,3,0,
OIU_SALE_DT_FROM,A,0000,D,DATS,8,8,0,
OIU_SALE_DT_TO,A,0000,D,DATS,8,8,0,
OIU_PC_WC_NO,A,0000,D,CHAR,5,5,0,
OIU_PC_MP_NO,A,0000,D,CHAR,20,20,0,
OIU_PC_WL_NO,A,0000,D,CHAR,15,15,0,
OIU_DENSTYP,A,0000,D,CHAR,1,1,0,
OIU_VLTXNS_NO,A,0000,D,NUMC,12,12,0,
OIU_POS_NO,A,0000,D,NUMC,3,3,0,
OIU_TRNSP_NO,A,0000,D,CHAR,10,10,0,
OIU_TRNSP_REF_NO,A,0000,D,CHAR,25,25,0,
OIU_ORIG_MP_NO,A,0000,D,CHAR,20,20,0,
PRS_WORK_PERIOD,A,0000,D,NUMC,7,7,0,
PPRCTR,A,0000,D,CHAR,10,10,0,
PARGB,A,0000,D,CHAR,4,4,0,
CO_AUFPL,A,0000,D,NUMC,10,10,0,
CIM_COUNT,A,0000,D,NUMC,8,8,0,
CGPL_GUID16_R3,A,0000,D,RAW,16,16,0,
CMP_COMPREAS_COPY,A,0000,D,CHAR,4,4,0,
YCALLID,A,0000,D,CHAR,3,3,0,
Field,A,0000,D,Foreign key field,Check table,Check table,Check field,
ABFOR,A,0000,D,ABFOR,T691K Forms of payment guarantee,T691K Forms of payment guarantee,ABSFO,
ABFOR,A,0000,D,MANDT,T691K Forms of payment guarantee,T691K Forms of payment guarantee,MANDT,
ABRVW,A,0000,D,MANDT,TVLV Check table for release orders: Usage ID,TVLV Check table for release orders: Usage ID,MANDT,
ABRVW,A,0000,D,ABRVW,TVLV Check table for release orders: Usage ID,TVLV Check table for release orders: Usage ID,ABRVW,
AKTNR,A,0000,D,AKTNR,"WAKH Promotion Header Data, IS-R","WAKH Promotion Header Data, IS-R",AKTNR,
AKTNR,A,0000,D,MANDT,"WAKH Promotion Header Data, IS-R","WAKH Promotion Header Data, IS-R",MANDT,
ALAND,A,0000,D,MANDT,T005 Countries,T005 Countries,MANDT,
ALAND,A,0000,D,ALAND,T005 Countries,T005 Countries,LAND1,
AUBEL,A,0000,D,MANDT,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,MANDT,
AUBEL,A,0000,D,AUBEL,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,VBELN,
AUFNR,A,0000,D,MANDT,AUFK Order master data,AUFK Order master data,MANDT,
AUFNR,A,0000,D,AUFNR,AUFK Order master data,AUFK Order master data,AUFNR,
AUGRU_AUFT,A,0000,D,MANDT,TVAU Sales Documents: Order Reasons,TVAU Sales Documents: Order Reasons,MANDT,
AUGRU_AUFT,A,0000,D,AUGRU_AUFT,TVAU Sales Documents: Order Reasons,TVAU Sales Documents: Order Reasons,AUGRU,
AUPOS,A,0000,D,MANDT,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,MANDT,
AUPOS,A,0000,D,AUBEL,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,VBELN,
AUPOS,A,0000,D,AUPOS,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,POSNR,
BEMOT,A,0000,D,MANDT,TBMOT Accounting indicators,TBMOT Accounting indicators,MANDT,
BEMOT,A,0000,D,BEMOT,TBMOT Accounting indicators,TBMOT Accounting indicators,BEMOT,
BONUS,A,0000,D,BONUS,TVBO Sales Rebate Groups,TVBO Sales Rebate Groups,BONUS,
BONUS,A,0000,D,MANDT,TVBO Sales Rebate Groups,TVBO Sales Rebate Groups,MANDT,
BWTAR,A,0000,D,BWTAR,T149D Global Valuation Types,T149D Global Valuation Types,BWTAR,
BWTAR,A,0000,D,MANDT,T149D Global Valuation Types,T149D Global Valuation Types,MANDT,
BZIRK_AUFT,A,0000,D,MANDT,T171 Customers: Sales Districts,T171 Customers: Sales Districts,MANDT,
BZIRK_AUFT,A,0000,D,BZIRK_AUFT,T171 Customers: Sales Districts,T171 Customers: Sales Districts,BZIRK,
CHARG,A,0000,D,WERKS,MCHA Batches,MCHA Batches,WERKS,
CHARG,A,0000,D,CHARG,MCHA Batches,MCHA Batches,CHARG,
CHARG,A,0000,D,MANDT,MCHA Batches,MCHA Batches,MANDT,
CHARG,A,0000,D,MATNR,MCHA Batches,MCHA Batches,MATNR,
FPLNR,A,0000,D,MANDT,FPLA Billing Plan,FPLA Billing Plan,MANDT,
FPLNR,A,0000,D,FPLNR,FPLA Billing Plan,FPLA Billing Plan,FPLNR,
GEWEI,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
GEWEI,A,0000,D,GEWEI,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
GSBER,A,0000,D,MANDT,TGSB Business Areas,TGSB Business Areas,MANDT,
GSBER,A,0000,D,GSBER,TGSB Business Areas,TGSB Business Areas,GSBER,
J_1ADTYP,A,0000,D,MANDT,J_1ADTYP Distribution Types for Gross Income Tax,J_1ADTYP Distribution Types for Gross Income Tax,MANDT,
J_1ADTYP,A,0000,D,BUKRS,J_1ADTYP Distribution Types for Gross Income Tax,J_1ADTYP Distribution Types for Gross Income Tax,BUKRS,
J_1ADTYP,A,0000,D,J_1ADTYP,J_1ADTYP Distribution Types for Gross Income Tax,J_1ADTYP Distribution Types for Gross Income Tax,J_1ADTYP,
J_1AGICD,A,0000,D,J_1AGICD,J_1AGICD Activity codes for gross income tax declaration,J_1AGICD Activity codes for gross income tax declaration,J_1AGICD,
J_1AGICD,A,0000,D,MANDT,J_1AGICD Activity codes for gross income tax declaration,J_1AGICD Activity codes for gross income tax declaration,MANDT,
J_1AGICD,A,0000,D,ALAND,J_1AGICD Activity codes for gross income tax declaration,J_1AGICD Activity codes for gross income tax declaration,LAND1,
J_1AINDXP,A,0000,D,MANDT,J_1AINFT20 Inflation: Index Definition,J_1AINFT20 Inflation: Index Definition,MANDT,
J_1AINDXP,A,0000,D,J_1AINDXP,J_1AINFT20 Inflation: Index Definition,J_1AINFT20 Inflation: Index Definition,J_1AINDX,
J_1AREGIO,A,0000,D,ALAND,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,LAND1,
J_1AREGIO,A,0000,D,J_1AREGIO,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,BLAND,
J_1AREGIO,A,0000,D,MANDT,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,MANDT,
J_1ARFZ,A,0000,D,MANDT,J_1ARFZ Definition of reasons for zero VAT,J_1ARFZ Definition of reasons for zero VAT,MANDT,
J_1ARFZ,A,0000,D,J_1ARFZ,J_1ARFZ Definition of reasons for zero VAT,J_1ARFZ Definition of reasons for zero VAT,J_1ARFZ,
J_1ATXREL,A,0000,D,MANDT,J_1ATXREL Tax relevant classification,J_1ATXREL Tax relevant classification,MANDT,
J_1ATXREL,A,0000,D,J_1ATXREL,J_1ATXREL Tax relevant classification,J_1ATXREL Tax relevant classification,J_1ATXREL,
J_1BCFOP,A,0000,D,MANDT,J_1BAG CFOP,J_1BAG CFOP,MANDT,
J_1BCFOP,A,0000,D,J_1BCFOP,J_1BAG CFOP,J_1BAG CFOP,CFOP,
J_1BTAXLW1,A,0000,D,MANDT,J_1BATL1 Tax Law ICMS,J_1BATL1 Tax Law ICMS,MANDT,
J_1BTAXLW1,A,0000,D,J_1BTAXLW1,J_1BATL1 Tax Law ICMS,J_1BATL1 Tax Law ICMS,TAXLAW,
J_1BTAXLW2,A,0000,D,MANDT,J_1BATL2 Tax Law IPI,J_1BATL2 Tax Law IPI,MANDT,
J_1BTAXLW2,A,0000,D,J_1BTAXLW2,J_1BATL2 Tax Law IPI,J_1BATL2 Tax Law IPI,TAXLAW,
J_1BTAXLW3,A,0000,D,MANDT,J_1BATL3 Tax Laws ISS,J_1BATL3 Tax Laws ISS,MANDT,
J_1BTAXLW3,A,0000,D,J_1BTAXLW3,J_1BATL3 Tax Laws ISS,J_1BATL3 Tax Laws ISS,TAXLAW,
J_1BTAXLW4,A,0000,D,J_1BTAXLW4,J_1BATL4A Tax Laws COFINS,J_1BATL4A Tax Laws COFINS,TAXLAW,
J_1BTAXLW4,A,0000,D,MANDT,J_1BATL4A Tax Laws COFINS,J_1BATL4A Tax Laws COFINS,MANDT,
J_1BTAXLW5,A,0000,D,MANDT,J_1BATL5 Tax Laws PIS,J_1BATL5 Tax Laws PIS,MANDT,
J_1BTAXLW5,A,0000,D,J_1BTAXLW5,J_1BATL5 Tax Laws PIS,J_1BATL5 Tax Laws PIS,TAXLAW,
J_1BTXSDC,A,0000,D,MANDT,J_1BTXSDC SD tax codes,J_1BTXSDC SD tax codes,MANDT,
J_1BTXSDC,A,0000,D,J_1BTXSDC,J_1BTXSDC SD tax codes,J_1BTXSDC SD tax codes,TAXCODE,
KDGRP_AUFT,A,0000,D,MANDT,T151 Customers: Customer Groups,T151 Customers: Customer Groups,MANDT,
KDGRP_AUFT,A,0000,D,KDGRP_AUFT,T151 Customers: Customer Groups,T151 Customers: Customer Groups,KDGRP,
KDKG1,A,0000,D,MANDT,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),MANDT,
KDKG1,A,0000,D,KDKG1,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),KDKGR,
KDKG2,A,0000,D,MANDT,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),MANDT,
KDKG2,A,0000,D,KDKG2,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),KDKGR,
KDKG3,A,0000,D,MANDT,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),MANDT,
KDKG3,A,0000,D,KDKG3,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),KDKGR,
KDKG4,A,0000,D,KDKG4,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),KDKGR,
KDKG4,A,0000,D,MANDT,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),MANDT,
KDKG5,A,0000,D,MANDT,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),MANDT,
KDKG5,A,0000,D,KDKG5,TVKGG Customer Condition Groups (Customer Master),TVKGG Customer Condition Groups (Customer Master),KDKGR,
KNUMA_AG,A,0000,D,MANDT,KONA Agreements,KONA Agreements,MANDT,
KNUMA_AG,A,0000,D,KNUMA_AG,KONA Agreements,KONA Agreements,KNUMA,
KNUMA_PI,A,0000,D,MANDT,KONA Agreements,KONA Agreements,MANDT,
KNUMA_PI,A,0000,D,KNUMA_PI,KONA Agreements,KONA Agreements,KNUMA,
KOKRS,A,0000,D,MANDT,TKA01 Controlling Areas,TKA01 Controlling Areas,MANDT,
KOKRS,A,0000,D,KOKRS,TKA01 Controlling Areas,TKA01 Controlling Areas,KOKRS,
KONDA_AUFT,A,0000,D,MANDT,T188 Conditions: Groups for Customer Classifications,T188 Conditions: Groups for Customer Classifications,MANDT,
KONDA_AUFT,A,0000,D,KONDA_AUFT,T188 Conditions: Groups for Customer Classifications,T188 Conditions: Groups for Customer Classifications,KONDA,
KONDM,A,0000,D,MANDT,T178 Conditions: Groups for Materials,T178 Conditions: Groups for Materials,MANDT,
KONDM,A,0000,D,KONDM,T178 Conditions: Groups for Materials,T178 Conditions: Groups for Materials,KONDM,
KTGRM,A,0000,D,KTGRM,TVKM Materials: Account Assignment Groups,TVKM Materials: Account Assignment Groups,KTGRM,
KTGRM,A,0000,D,MANDT,TVKM Materials: Account Assignment Groups,TVKM Materials: Account Assignment Groups,MANDT,
KVGR1,A,0000,D,KVGR1,TVV1 Customer Group 1,TVV1 Customer Group 1,KVGR1,
KVGR1,A,0000,D,MANDT,TVV1 Customer Group 1,TVV1 Customer Group 1,MANDT,
KVGR2,A,0000,D,MANDT,TVV2 Customer Group 2,TVV2 Customer Group 2,MANDT,
KVGR2,A,0000,D,KVGR2,TVV2 Customer Group 2,TVV2 Customer Group 2,KVGR2,
KVGR3,A,0000,D,MANDT,TVV3 Customer Group 3,TVV3 Customer Group 3,MANDT,
KVGR3,A,0000,D,KVGR3,TVV3 Customer Group 3,TVV3 Customer Group 3,KVGR3,
KVGR4,A,0000,D,KVGR4,TVV4 Customer Group 4,TVV4 Customer Group 4,KVGR4,
KVGR4,A,0000,D,MANDT,TVV4 Customer Group 4,TVV4 Customer Group 4,MANDT,
KVGR5,A,0000,D,MANDT,TVV5 Customer Group 5,TVV5 Customer Group 5,MANDT,
KVGR5,A,0000,D,KVGR5,TVV5 Customer Group 5,TVV5 Customer Group 5,KVGR5,
LGORT,A,0000,D,MANDT,T001L Storage Locations,T001L Storage Locations,MANDT,
LGORT,A,0000,D,WERKS,T001L Storage Locations,T001L Storage Locations,WERKS,
LGORT,A,0000,D,LGORT,T001L Storage Locations,T001L Storage Locations,LGORT,
LLAND_AUFT,A,0000,D,MANDT,T005 Countries,T005 Countries,MANDT,
LLAND_AUFT,A,0000,D,LLAND_AUFT,T005 Countries,T005 Countries,LAND1,
MANDT,A,0000,D,MANDT,T000 Clients,T000 Clients,MANDT,
MATKL,A,0000,D,MANDT,T023 Material Groups,T023 Material Groups,MANDT,
MATKL,A,0000,D,MATKL,T023 Material Groups,T023 Material Groups,MATKL,
MATNR,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
MATNR,A,0000,D,MATNR,MARA General Material Data,MARA General Material Data,MATNR,
MATWA,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
MATWA,A,0000,D,MATWA,MARA General Material Data,MARA General Material Data,MATNR,
MEINS,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
MEINS,A,0000,D,MEINS,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
MSR_REFUND_CODE,A,0000,D,MANDT,MSR_C_RET_REFUND Returns Refund Codes,MSR_C_RET_REFUND Returns Refund Codes,MANDT,
MSR_REFUND_CODE,A,0000,D,MSR_REFUND_CODE,MSR_C_RET_REFUND Returns Refund Codes,MSR_C_RET_REFUND Returns Refund Codes,RETURNS_REFUND,
MSR_RET_REASON,A,0000,D,MANDT,MSR_C_RET_REASON Multi-step returns - Returns reason,MSR_C_RET_REASON Multi-step returns - Returns reason,MANDT,
MSR_RET_REASON,A,0000,D,MSR_RET_REASON,MSR_C_RET_REASON Multi-step returns - Returns reason,MSR_C_RET_REASON Multi-step returns - Returns reason,RET_REASON,
MVGR1,A,0000,D,MANDT,TVM1 Material Pricing Group 1,TVM1 Material Pricing Group 1,MANDT,
MVGR1,A,0000,D,MVGR1,TVM1 Material Pricing Group 1,TVM1 Material Pricing Group 1,MVGR1,
MVGR2,A,0000,D,MVGR2,TVM2 Material Pricing Group 2,TVM2 Material Pricing Group 2,MVGR2,
MVGR2,A,0000,D,MANDT,TVM2 Material Pricing Group 2,TVM2 Material Pricing Group 2,MANDT,
MVGR3,A,0000,D,MANDT,TVM3 Material Pricing Group 3,TVM3 Material Pricing Group 3,MANDT,
MVGR3,A,0000,D,MVGR3,TVM3 Material Pricing Group 3,TVM3 Material Pricing Group 3,MVGR3,
MVGR4,A,0000,D,MANDT,TVM4 Material Pricing Group 4,TVM4 Material Pricing Group 4,MANDT,
MVGR4,A,0000,D,MVGR4,TVM4 Material Pricing Group 4,TVM4 Material Pricing Group 4,MVGR4,
MVGR5,A,0000,D,MVGR5,TVM5 Material Pricing Group 5,TVM5 Material Pricing Group 5,MVGR5,
MVGR5,A,0000,D,MANDT,TVM5 Material Pricing Group 5,TVM5 Material Pricing Group 5,MANDT,
OIC_DCITYC,A,0000,D,MANDT,T005G City,T005G City,MANDT,
OIC_DCITYC,A,0000,D,OIC_DLAND1,T005G City,T005G City,LAND1,
OIC_DCITYC,A,0000,D,OIC_DREGIO,T005G City,T005G City,REGIO,
OIC_DCITYC,A,0000,D,OIC_DCITYC,T005G City,T005G City,CITYC,
OIC_DCOUNC,A,0000,D,OIC_DLAND1,T005E County,T005E County,LAND1,
OIC_DCOUNC,A,0000,D,OIC_DREGIO,T005E County,T005E County,REGIO,
OIC_DCOUNC,A,0000,D,OIC_DCOUNC,T005E County,T005E County,COUNC,
OIC_DCOUNC,A,0000,D,MANDT,T005E County,T005E County,MANDT,
OIC_DLAND1,A,0000,D,MANDT,T005 Countries,T005 Countries,MANDT,
OIC_DLAND1,A,0000,D,OIC_DLAND1,T005 Countries,T005 Countries,LAND1,
OIC_DREGIO,A,0000,D,MANDT,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,MANDT,
OIC_DREGIO,A,0000,D,OIC_DLAND1,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,LAND1,
OIC_DREGIO,A,0000,D,OIC_DREGIO,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,BLAND,
OIC_LIFNR,A,0000,D,MANDT,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),MANDT,
OIC_LIFNR,A,0000,D,OIC_LIFNR,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),LIFNR,
OIC_MOT,A,0000,D,MANDT,TVTR Routes: Modes of Transport,TVTR Routes: Modes of Transport,MANDT,
OIC_MOT,A,0000,D,OIC_MOT,TVTR Routes: Modes of Transport,TVTR Routes: Modes of Transport,VKTRA,
OIC_OCITYC,A,0000,D,MANDT,T005G City,T005G City,MANDT,
OIC_OCITYC,A,0000,D,OIC_OLAND1,T005G City,T005G City,LAND1,
OIC_OCITYC,A,0000,D,OIC_OREGIO,T005G City,T005G City,REGIO,
OIC_OCITYC,A,0000,D,OIC_OCITYC,T005G City,T005G City,CITYC,
OIC_OCOUNC,A,0000,D,OIC_OREGIO,T005E County,T005E County,REGIO,
OIC_OCOUNC,A,0000,D,OIC_OCOUNC,T005E County,T005E County,COUNC,
OIC_OCOUNC,A,0000,D,MANDT,T005E County,T005E County,MANDT,
OIC_OCOUNC,A,0000,D,OIC_OLAND1,T005E County,T005E County,LAND1,
OIC_OLAND1,A,0000,D,MANDT,T005 Countries,T005 Countries,MANDT,
OIC_OLAND1,A,0000,D,OIC_OLAND1,T005 Countries,T005 Countries,LAND1,
OIC_OREGIO,A,0000,D,MANDT,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,MANDT,
OIC_OREGIO,A,0000,D,OIC_OLAND1,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,LAND1,
OIC_OREGIO,A,0000,D,OIC_OREGIO,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,BLAND,
OIEXGTYP,A,0000,D,MANDT,TOIA2 Exchange types,TOIA2 Exchange types,MANDT,
OIEXGTYP,A,0000,D,OIEXGTYP,TOIA2 Exchange types,TOIA2 Exchange types,EXGTYP,
OIHANTYP,A,0000,D,MANDT,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),MANDT,
OIHANTYP,A,0000,D,OIHANTYP,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),HANTYP,
OIH_LCFOL,A,0000,D,OIH_LICTP,OIHL License Master Data,OIHL License Master Data,LICTP,
OIH_LCFOL,A,0000,D,MANDT,OIHL License Master Data,OIHL License Master Data,MANDT,
OIH_LCFOL,A,0000,D,OIH_LCFOL,OIHL License Master Data,OIHL License Master Data,LICIN,
OIH_LICIN,A,0000,D,MANDT,OIHL License Master Data,OIHL License Master Data,MANDT,
OIH_LICIN,A,0000,D,OIH_LICIN,OIHL License Master Data,OIHL License Master Data,LICIN,
OIH_LICIN,A,0000,D,OIH_LICTP,OIHL License Master Data,OIHL License Master Data,LICTP,
OIH_LICTP,A,0000,D,MANDT,OIH20 License types,OIH20 License types,MANDT,
OIH_LICTP,A,0000,D,OIH_LICTP,OIH20 License types,OIH20 License types,LICTP,
OIINEX,A,0000,D,MANDT,OIH16 Internal/external price conditions,OIH16 Internal/external price conditions,MANDT,
OIINEX,A,0000,D,OIINEX,OIH16 Internal/external price conditions,OIH16 Internal/external price conditions,INEX,
OINETCYC,A,0000,D,MANDT,T008 Blocking Reasons for Automatic Payment Transcations,T008 Blocking Reasons for Automatic Payment Transcations,MANDT,
OINETCYC,A,0000,D,OINETCYC,T008 Blocking Reasons for Automatic Payment Transcations,T008 Blocking Reasons for Automatic Payment Transcations,ZAHLS,
OIPBL,A,0000,D,MANDT,OIFSPBL Physical Location - Master Data,OIFSPBL Physical Location - Master Data,MANDT,
OIPBL,A,0000,D,OIPBL,OIFSPBL Physical Location - Master Data,OIFSPBL Physical Location - Master Data,PBLNR,
OITAXFROM,A,0000,D,MANDT,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),MANDT,
OITAXFROM,A,0000,D,OITAXFROM,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),TAXKEY,
OITAXGRP,A,0000,D,OITAXGRP,OIH2 Excise duty tax group (IS-Oil TDP standard/core object),OIH2 Excise duty tax group (IS-Oil TDP standard/core object),TAXGRP,
OITAXGRP,A,0000,D,MANDT,OIH2 Excise duty tax group (IS-Oil TDP standard/core object),OIH2 Excise duty tax group (IS-Oil TDP standard/core object),MANDT,
OITAXTO,A,0000,D,MANDT,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),MANDT,
OITAXTO,A,0000,D,OITAXTO,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),TAXKEY,
PLTYP_AUFT,A,0000,D,MANDT,T189 Conditions: Price List Categories,T189 Conditions: Price List Categories,MANDT,
